show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s260,Movie,Pahuna,Paakhi Tyrewala,"Anmol Limbu, Ishika Gurung, Manju Chettri, Banita Lagun, Binod Pradhan, Mahindra Bajgai, Rupa Tamang, Saran Rai","India, Nepal",2021-08-18,2018,TV-PG,82 min,"Comedies, Dramas, International Movies","Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India."
s262,Movie,The Secret Diary of an Exchange Student,Bruno Garotti,"Larissa Manoela, Thati Lopes, Bruno Montaleone, David Sherod James, Maiara Walsh, Flávia Garrafa, Kathy-Ann Hart, Ray Faiola, Noa Graham",,2021-08-18,2021,TV-14,97 min,"Comedies, International Movies, Romantic Movies","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?"
s263,Movie,Untold: Deal With the Devil,Laura Brownson,,,2021-08-18,2021,TV-MA,78 min,"Documentaries, LGBTQ Movies, Sports Movies","Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life."
s269,Movie,Unroyal,Moses Inwang,"Matilda Lambert, Ik Ogbonna, Prince Sontoye, Blossom Chukwujekwu, Linda Osifo, Emem Inwang, Pete Edochie, Shaffy Bello, Okon Imeh  Bishop, Chinenye Nnebe, Femi Adebayo",,2021-08-15,2020,TV-MA,97 min,"Dramas, International Movies","When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways."
s271,Movie,Beckett,Ferdinando Cito Filomarino,"John David Washington, Boyd Holbrook, Alicia Vikander, Vicky Krieps, Lena Kitsopoulou, Panos Koronis, Maria Votti","Italy, Brazil, Greece",2021-08-13,2021,TV-MA,110 min,Action & Adventure,An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.
s279,Movie,Lokillo: Nothing's the Same,Julián Gaviria,Lokillo Florez,Colombia,2021-08-12,2021,TV-MA,64 min,Stand-Up Comedy,"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail."
s280,Movie,Monster Hunter: Legends of the Guild,Steven Yamamoto,"Ben Rausch, Erica Lindbeck, Dante Basco, Brando Eaton, Stephen Kramer Glickman, Caroline Caliston, G.K. Bowes, Dan McCoy","United States, Japan",2021-08-12,2021,TV-PG,59 min,"Action & Adventure, Anime Features, Children & Family Movies","In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon."
s282,Movie,Brother Jekwu,Charles Uwagbai,"Mike Ezuruonye, Juliet Ochienge, Angela Okorie, Huddah Monroe, Catherine Kamau, Naomi Mburu, Derrick Aduwo, Chris Kamau, Abubakar Salum, Celebrity Landlord",Nigeria,2021-08-11,2016,TV-14,101 min,"Comedies, International Movies","Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord."
s283,Movie,La diosa del asfalto,Julián Hernández,"Ximena Romo, Mabel Cadena, Alejandra Herrera, Nelly González, Samantha Orozco, Axel Arenas, Esteban Caicedo, Paulina Goto, Raquel Robles, Baby Bátiz, Pascacio López, Juán Carlos Torres, Javier Oliván, Claudia Lobo, Giovanna Zacarías",Mexico,2021-08-11,2020,TV-MA,127 min,"Dramas, Independent Movies, International Movies","A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past."
s284,Movie,Misha and the Wolves,Sam Hobkinson,,"Belgium, United Kingdom",2021-08-11,2021,PG-13,90 min,"Documentaries, International Movies","As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny."
s285,Movie,The Kissing Booth 3,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Stephen Jennings","United Kingdom, United States",2021-08-11,2021,TV-14,114 min,"Comedies, Romantic Movies","Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee."
s291,Movie,Untold: Malice at the Palace,Floyd Russ,,United States,2021-08-10,2021,TV-MA,70 min,"Documentaries, Sports Movies","Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy."
s294,Movie,Slay,Adze Ugah,"Enhle Mbali, Ramsey Nouah, Dawn Thandeka Kang, Idris Sultan, Tumi Morake, Trevor Gumbi, Lillian Dube, Kaly Bossy Asante, Shaleen Surtie, Fabian Lojege",South Africa,2021-08-08,2021,TV-MA,86 min,"Comedies, International Movies, Romantic Movies","In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities."
s295,Movie,Takizawa Kabuki ZERO 2020 The Movie,Hideaki Takizawa,"Hikaru Iwamoto, Tatsuya Fukazawa, Raul, Shota Watanabe, Koji Mukai, Ryohei Abe, Ren Meguro, Ryota Miyadate, Daisuke Sakuma, Arata Sato, Tatsuya Kageyama, Taiga Suzuki, Shunsuke Motoi, Taiga Tsubaki, Yuki Yokohara, Minato Matsui, Shosei Oda",,2021-08-07,2020,TV-PG,139 min,"International Movies, Music & Musicals","Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man."
s296,Movie,The Paper Tigers,Quoc Bao Tran,"Alain Uy, Ron Yuan, Mykel Shannon Jenkins, Jae Suh Park, Matthew Page, Joziah Lagonoy, Raymond Ma",United States,2021-08-07,2021,PG-13,111 min,"Action & Adventure, Comedies","After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor."
s299,Movie,Quam's Money,Kayode Kasum,"Falz, Nse Ikpe-Etim, Williams Uchemba, Toni Tones, Michelle Dede, Karibi Fubara, Buchi Ojei, Jemima Osunde, Blossom Chukwujekwu, Gbubemi Ejeye, Badmus Olakunle",Nigeria,2021-08-06,2020,TV-MA,115 min,"Comedies, Dramas, International Movies","In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud."
s300,Movie,The Swarm,Just Philippot,"Suliane Brahim, Sofian Khammes, Marie Narbonne, Raphaël Romand, Stéphan Castang, Victor Bonnel, Christian Bouillette, Renan Prévot, Vincent Deniard",France,2021-08-06,2021,TV-14,102 min,"Horror Movies, Independent Movies, International Movies","A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood."
s301,Movie,Vivo,"Kirk DeMicco, Brandon Jeffords","Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldana, Juan de Marcos, Brian Tyree Henry, Gloria Estefan, Michael Rooker, Nicole Byer","Canada, United States",2021-08-06,2021,PG,100 min,"Children & Family Movies, Music & Musicals",A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.
s305,Movie,Lady Boss: The Jackie Collins Story,Laura Fairrie,Jackie Collins,United Kingdom,2021-08-05,2021,TV-14,97 min,Documentaries,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles."
s307,Movie,'76,Izu Ojukwu,"Ramsey Nouah, Rita Dominic, Chidi Mokeme, Ibinabo Fiberesima, Daniel K. Daniel, Memry Savanhu, Adonijah Owiriwa, Pat Nebo, Nelly Ekwereogu, Shuaibu Ebenesi Adams, Debo Oguns, Ben Nwosu, Ada Ofoegbu",Nigeria,2021-08-04,2016,TV-PG,118 min,"Dramas, International Movies","When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events."
s308,Movie,Aftermath,Peter Winther,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles",United States,2021-08-04,2021,TV-MA,115 min,Horror Movies,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history."
s318,Movie,Pray Away,Kristine Stolakis,,United States,2021-08-03,2021,PG-13,102 min,"Documentaries, LGBTQ Movies","Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence."
s319,Movie,Shiny_Flakes: The Teenage Drug Lord,"Eva Müller, Michael Schmitt",Maximilian Schmidt,,2021-08-03,2021,TV-MA,97 min,"Documentaries, International Movies","Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast)."""
s329,Movie,Boyka: Undisputed,Todor Chapkanov,"Scott Adkins, Teodora Duhovnikova, Alon Aboutboul, Julian Vergov, Brahim Achabbakhe, Paul Chahidi, Petio Petkov, Valentin Ganev, Vlado Mihailov","Bulgaria, United States",2021-08-01,2016,R,90 min,Action & Adventure,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.
s335,Movie,Five Feet Apart,Justin Baldoni,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hébert Gregory, Parminder Nagra, Claire Forlani, Emily Baldoni, Gary Weeks, Cynthia Evans",United States,2021-08-01,2019,PG-13,116 min,"Dramas, Romantic Movies",A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.
s340,Movie,I missed you: Director's Cut,"Mag Hsu, Hsu Chih-yen","Wu Kang-ren, Eve Ai, Fu Meng-po, Lin Mei-hsiu, 9m88",,2021-08-01,2021,TV-14,96 min,"Dramas, Independent Movies, International Movies",A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.
s346,Movie,Open Season: Scared Silly,David Feiss,"William Townsend, Donny Lucas, Melissa Sturm, Trevor Devall, Brian Drummond, Kathleen Barr, Garry Chalk, Lee Tockar, Shannon Chan-Kent, Michelle Murdocca, Lorne Cardinal, Peter Kelamis","United States, Canada",2021-08-01,2015,PG,85 min,"Children & Family Movies, Comedies","When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear."
s349,Movie,Poms,Zara Hayes,"Diane Keaton, Jacki Weaver, Pam Grier, Rhea Perlman, Celia Weston, Alisha Boe, Charlie Tahan","United Kingdom, United States",2021-08-01,2019,PG-13,91 min,Comedies,"After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors."
s353,Movie,The Edge of Seventeen,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto, Alexander Calvert, Eric Keenleyside","United States, China",2021-08-01,2016,R,105 min,"Comedies, Dramas",A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.
s363,Movie,The Lost Café,Kenneth Gyang,"Tunde Aladese, Omatta Udalor, Terje Lien, Ann Njemanze, Anders Lidin Hansen, Jenny Bonden, Belinda Effah, Anita Daniels, Silje Drensgrud, Torbjørn Jensen",,2021-07-31,2018,TV-14,76 min,"Dramas, International Movies",An aspiring filmmaker grapples with her decision to study abroad in Norway when she meets an insightful but peculiar owner of a curious coffee shop.
s364,Movie,The Vault,Jaume Balagueró,"Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham, José Coronado, Luis Tosar, Emilio Gutiérrez Caba, Axel Stein, Daniel Holguín, Famke Janssen",,2021-07-31,2021,R,118 min,"Action & Adventure, International Movies, Thrillers",A genius engineer and his crew of amateur thieves plot a scheme to seize a legendary lost treasure hidden in a fortress beneath the Bank of Spain.
s368,Movie,I'm Glad I Did,Selçuk Metin,"Metin Akpınar, Demet Akbağ, Umur Bugay, Ahmet Gülhan, Dikmen Gürün, Kandemir Konduk, Perran Kutman, Zeynep Oral, Nevra Serezli, Selma Sonat, Suat Sungur, Ferhan Şensoy, Cihat Tamer, Demet Taner",,2021-07-30,2020,TV-14,114 min,"Documentaries, International Movies",Glimpse into the life and decades-long career of Turkish performer Metin Akpınar through personal interviews with him and his contemporaries.
s373,Movie,Rurouni Kenshin: The Beginning,Keishi Otomo,"Takeru Satoh, Kasumi Arimura, Issey Takahashi, Nijiro Murakami, Masanobu Ando, Kazuki Kitamura, Yosuke Eguchi",,2021-07-30,2021,TV-MA,138 min,"Action & Adventure, International Movies","Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets the gentle Tomoe Yukishiro, his story begins to change."
s374,Movie,The Last Mercenary,David Charhon,"Jean-Claude Van Damme, Alban Ivanov, Éric Judor, Patrick Timsit, Miou-Miou, Assa Sylla, Samir Decazza, Valérie Kaprisky, Djimo, Nassim Lyes",,2021-07-30,2021,TV-MA,112 min,"Action & Adventure, Comedies, International Movies",A legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. Learning how to be a dad may be his toughest mission yet.
s376,Movie,Resort to Love,Steven Tsuchida,"Christina Milian, Jay Pharoah, Sinqua Walls, Tymberlee Hill, Jeryl Prescott Gallien, Christiani Pitts, Karen Obilom, Alexander Hodge, T.J. Power, Sylvaine Strike, Kayne Lee Harrison",,2021-07-29,2021,TV-14,102 min,"Comedies, Romantic Movies","Reeling from a broken heart and career meltdown, a singer takes a gig at a swanky island resort — where her ex-fiancé happens to be getting married."
s378,Movie,Bartkowiak,Daniel Markowicz,"Józef Pawłowski, Zofia Domalik, Szymon Bobrowski, Bartłomiej Topa, Janusz Chabior, Rafał Zawierucha, Antoni Pawlicki, Cezary Łukaszewicz, Danuta Stenka, Jan Frycz, Damian Majewski",Poland,2021-07-28,2021,TV-MA,92 min,"Action & Adventure, International Movies","After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident."
s379,Movie,Fantastic Fungi,Louie Schwartzberg,,United States,2021-07-28,2019,TV-14,81 min,Documentaries,"Delve into the magical world of fungi, from mushrooms that clear oil spills to underground fungal networks that help trees communicate."
s385,Movie,Hostage House,David Benullo,"Jennifer Taylor, Justin Schilling, Emily Sweet, Julia Terranova, Patrick Cronen, Richard Neil",,2021-07-27,2021,TV-14,86 min,Thrillers,"A realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival."
s388,Movie,Mimi,Laxman Utekar,"Kriti Sanon, Pankaj Tripathi, Sai Tamhankar, Manoj Pahwa, Supriya Pathak, Evelyn Edwards",,2021-07-27,2021,TV-14,132 min,"Comedies, Dramas, International Movies","An aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns."
s390,Movie,The Operative,Yuval Adler,"Diane Kruger, Martin Freeman, Cas Anvar, Rotem Keinan, Yohanan Herson","France, Israel, Germany, United States, United Kingdom",2021-07-27,2019,TV-MA,117 min,"Dramas, International Movies, Thrillers","Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now it’s dangerously hard to tell whose side she’s on."
s394,Movie,A Second Chance:  Rivals!,Clay Glen,"Emily Morris, Stella Shute, Eva Grados, India Colombi, Nina Pearce, Adam Tuominen, Carmel Johnson, Natasha Wanganeen, Elysia Markou, Alexander Lloyd, Amy Handley",Australia,2021-07-23,2021,PG,91 min,"Children & Family Movies, Sports Movies","Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team."
